,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
12895113,12895113,2021-07-05 09:19:50.264934+00:00,x,y,2021-07-27 09:45:00+00:00,2021-07-27 11:45:00+00:00,gamma,True,20.0,1,c-2,12895113,10285.0
3223071,3223071,2021-03-14 05:32:34.367375+00:00,x,y,2021-05-10 15:30:00+00:00,2021-05-10 17:30:00+00:00,alpha,True,35.0,1,a-7,3223071,10799.0
13382395,13382395,2021-07-07 18:46:22.743142+00:00,x,y,2021-07-24 17:00:00+00:00,2021-07-24 18:59:00+00:00,gamma,True,20.0,2,c-6,13382395,19860.0
20314541,20314541,2021-08-21 11:52:15.692579+00:00,x,y,2021-08-31 10:00:00+00:00,2021-08-31 12:00:00+00:00,alpha,True,15.0,1,a-7,20314541,7524.0
20738474,20738474,2021-08-24 08:20:10.095930+00:00,x,y,2021-08-28 17:05:00+00:00,2021-08-28 19:05:00+00:00,omega,True,20.0,1,d-5,20738474,10100.0
5153704,5153704,2021-04-21 17:54:23.075661+00:00,x,y,2021-04-26 05:00:00+00:00,2021-04-26 07:00:00+00:00,gamma,True,20.0,2,c-2,5153704,8390.0
3818468,3818468,2021-03-25 11:44:21.119857+00:00,x,y,2021-03-29 17:00:00+00:00,2021-03-29 18:59:00+00:00,gamma,True,20.0,1,c-6,3818468,9800.0
2573522,2573522,2021-03-04 06:21:41.866434+00:00,x,y,2021-03-09 17:00:00+00:00,2021-03-09 18:59:00+00:00,gamma,True,20.0,1,c-6,2573522,7390.0
11838249,11838249,2021-06-29 15:08:52.459780+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,2,c-4,11838249,16075.0
4449742,4449742,2021-04-09 17:33:40.567739+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,alpha,True,15.0,1,a-1,4449742,8048.0
3707155,3707155,2021-03-23 05:33:24.703010+00:00,x,y,2021-03-25 11:00:00+00:00,2021-03-25 13:00:00+00:00,gamma,True,20.0,2,c-4,3707155,10800.0
4754162,4754162,2021-04-18 16:29:19.734566+00:00,x,y,2021-04-30 05:00:00+00:00,2021-04-30 07:00:00+00:00,gamma,True,20.0,1,c-2,4754162,7640.0
4075546,4075546,2021-03-30 22:35:13.571441+00:00,x,y,2021-04-03 05:00:00+00:00,2021-04-03 07:00:00+00:00,gamma,True,20.0,2,c-2,4075546,10800.0
19717588,19717588,2021-08-17 23:50:47.903310+00:00,x,y,2021-08-20 10:35:00+00:00,2021-08-20 12:35:00+00:00,omega,True,20.0,1,d-3,19717588,16500.0
8136602,8136602,2021-05-30 13:39:34.215631+00:00,x,y,2021-06-03 16:00:00+00:00,2021-06-03 18:00:00+00:00,alpha,True,35.0,1,a-7,8136602,9707.0
11667081,11667081,2021-06-28 15:24:03.312150+00:00,x,y,2021-07-12 16:45:00+00:00,2021-07-12 18:45:00+00:00,gamma,True,20.0,1,c-6,11667081,10900.0
15623175,15623175,2021-07-23 17:45:16.390394+00:00,x,y,2021-07-24 10:00:00+00:00,2021-07-24 12:00:00+00:00,alpha,True,35.0,1,a-7,15623175,12645.0
3658554,3658554,2021-03-22 04:21:32.839385+00:00,x,y,2021-03-26 05:00:00+00:00,2021-03-26 07:00:00+00:00,gamma,True,20.0,1,c-2,3658554,9800.0
19310950,19310950,2021-08-15 18:18:25.881501+00:00,x,y,2021-08-24 17:00:00+00:00,2021-08-24 18:59:00+00:00,gamma,True,20.0,2,c-6,19310950,9750.0
2165411,2165411,2021-02-26 05:41:46.078933+00:00,x,y,2021-03-02 05:15:00+00:00,2021-03-02 07:25:00+00:00,alpha,True,15.0,1,a-1,2165411,12495.0
1966871,1966871,2021-02-21 08:13:53.356212+00:00,x,y,2021-03-01 05:00:00+00:00,2021-03-01 06:55:00+00:00,beta,True,20.0,0,b-1,1966871,11504.0
21155012,21155012,2021-08-27 04:31:57.524701+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,15.0,1,a-23,21155012,9045.0
16818510,16818510,2021-08-01 23:12:12.386609+00:00,x,y,2021-08-02 04:00:00+00:00,2021-08-02 06:00:00+00:00,alpha,True,35.0,1,a-1,16818510,8381.0
20063119,20063119,2021-08-19 21:06:35.492976+00:00,x,y,2021-08-25 14:00:00+00:00,2021-08-25 15:55:00+00:00,beta,True,40.0,0,b-9,20063119,9390.0
16997778,16997778,2021-08-03 15:18:53.272628+00:00,x,y,2021-09-04 07:00:00+00:00,2021-09-04 09:00:00+00:00,alpha,True,20.0,1,a-5,16997778,10545.0
1096492,1096492,2021-01-31 13:40:20.688710+00:00,x,y,2021-02-05 17:00:00+00:00,2021-02-05 18:59:00+00:00,gamma,True,32.0,1,c-6,1096492,9150.0
161369,161369,2021-01-05 03:36:44.037935+00:00,x,y,2021-02-08 14:00:00+00:00,2021-02-08 15:55:00+00:00,beta,False,40.0,0,b-9,161369,13139.0
858938,858938,2021-01-25 11:33:47.762973+00:00,x,y,2021-01-29 16:00:00+00:00,2021-01-29 17:55:00+00:00,beta,True,20.0,0,b-19,858938,8707.0
4889847,4889847,2021-04-19 18:45:50.845425+00:00,x,y,2021-05-03 13:30:00+00:00,2021-05-03 15:30:00+00:00,alpha,True,15.0,1,a-5,4889847,7796.0
5541503,5541503,2021-04-25 20:53:39.688918+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 06:55:00+00:00,beta,True,40.0,0,b-1,5541503,9674.0
21141074,21141074,2021-08-26 22:48:39.799661+00:00,x,y,2021-09-12 16:00:00+00:00,2021-09-12 18:00:00+00:00,alpha,True,20.0,1,a-23,21141074,8381.0
4105427,4105427,2021-03-31 15:17:13.863775+00:00,x,y,2021-06-16 13:30:00+00:00,2021-06-16 15:30:00+00:00,alpha,True,35.0,1,a-5,4105427,10799.0
9468827,9468827,2021-06-12 02:31:46.389688+00:00,x,y,2021-06-23 09:45:00+00:00,2021-06-23 11:45:00+00:00,gamma,True,20.0,1,c-2,9468827,6900.0
4172003,4172003,2021-04-02 08:31:20.260133+00:00,x,y,2021-04-03 15:30:00+00:00,2021-04-03 17:30:00+00:00,alpha,True,35.0,1,a-7,4172003,10799.0
6452415,6452415,2021-05-09 00:31:23.361389+00:00,x,y,2021-05-10 16:00:00+00:00,2021-05-10 18:00:00+00:00,alpha,True,35.0,1,a-7,6452415,6495.0
842017,842017,2021-01-25 02:57:15.053047+00:00,x,y,2021-02-07 17:00:00+00:00,2021-02-07 18:59:00+00:00,gamma,True,32.0,1,c-6,842017,9405.0
10925785,10925785,2021-06-23 10:35:03.680948+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,alpha,True,15.0,1,a-7,10925785,9497.0
7370270,7370270,2021-05-21 09:21:30.846939+00:00,x,y,2021-06-05 11:00:00+00:00,2021-06-05 13:00:00+00:00,gamma,True,20.0,2,c-4,7370270,9025.0
8019115,8019115,2021-05-29 10:50:12.036883+00:00,x,y,2021-06-06 05:00:00+00:00,2021-06-06 07:00:00+00:00,alpha,True,35.0,1,a-1,8019115,7520.0
10257239,10257239,2021-06-17 19:16:37.452584+00:00,x,y,2021-06-23 16:00:00+00:00,2021-06-23 18:00:00+00:00,alpha,True,15.0,1,a-23,10257239,6531.0
4241636,4241636,2021-04-04 10:06:59.101737+00:00,x,y,2021-04-10 14:00:00+00:00,2021-04-10 15:55:00+00:00,beta,True,20.0,0,b-9,4241636,8998.0
10293151,10293151,2021-06-18 07:07:10.153365+00:00,x,y,2021-06-21 04:00:00+00:00,2021-06-21 06:00:00+00:00,alpha,True,35.0,1,a-1,10293151,7124.0
20926375,20926375,2021-08-25 12:52:04.832284+00:00,x,y,2021-09-06 17:05:00+00:00,2021-09-06 19:05:00+00:00,omega,True,20.0,1,d-5,20926375,6870.0
18422164,18422164,2021-08-11 09:19:59.053920+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,alpha,True,15.0,1,a-7,18422164,6810.0
3708911,3708911,2021-03-23 06:38:47.993006+00:00,x,y,2021-04-08 15:30:00+00:00,2021-04-08 17:30:00+00:00,alpha,True,35.0,1,a-7,3708911,10799.0
9495005,9495005,2021-06-12 07:11:37.750920+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 15:55:00+00:00,beta,True,20.0,0,b-9,9495005,6522.0
14831968,14831968,2021-07-17 11:41:51.287253+00:00,x,y,2021-07-26 04:00:00+00:00,2021-07-26 06:00:00+00:00,alpha,True,15.0,1,a-1,14831968,23895.0
3153924,3153924,2021-03-12 23:46:59.949872+00:00,x,y,2021-03-13 17:00:00+00:00,2021-03-13 18:59:00+00:00,gamma,True,20.0,2,c-6,3153924,12415.0
14241037,14241037,2021-07-13 10:13:39.794325+00:00,x,y,2021-07-14 13:00:00+00:00,2021-07-14 15:00:00+00:00,alpha,True,35.0,1,a-9,14241037,14645.0
20925217,20925217,2021-08-25 12:43:48.415221+00:00,x,y,2021-08-28 10:00:00+00:00,2021-08-28 12:00:00+00:00,alpha,True,20.0,1,a-7,20925217,10545.0
15139252,15139252,2021-07-19 20:21:18.987732+00:00,x,y,2021-07-22 14:00:00+00:00,2021-07-22 16:00:00+00:00,gamma,True,20.0,1,c-4,15139252,7245.0
15096775,15096775,2021-07-19 14:03:07.933104+00:00,x,y,2021-10-25 14:00:00+00:00,2021-10-25 16:00:00+00:00,gamma,True,20.0,2,c-4,15096775,13560.0
8488613,8488613,2021-06-02 12:25:43.545936+00:00,x,y,2021-06-12 11:00:00+00:00,2021-06-12 12:55:00+00:00,beta,True,20.0,0,b-69,8488613,10036.0
14891603,14891603,2021-07-17 20:45:47.386083+00:00,x,y,2021-07-21 07:00:00+00:00,2021-07-21 09:00:00+00:00,alpha,True,15.0,1,a-5,14891603,6810.0
20500754,20500754,2021-08-22 16:53:02.691699+00:00,x,y,2021-10-08 10:35:00+00:00,2021-10-08 12:35:00+00:00,omega,True,20.0,1,d-3,20500754,6870.0
16001260,16001260,2021-07-26 12:08:15.429090+00:00,x,y,2021-08-09 10:00:00+00:00,2021-08-09 12:00:00+00:00,gamma,True,20.0,2,c-2,16001260,8765.0
16914194,16914194,2021-08-02 19:03:26.814950+00:00,x,y,2021-09-05 14:00:00+00:00,2021-09-05 15:55:00+00:00,beta,True,20.0,0,b-9,16914194,6530.0
12921965,12921965,2021-07-05 11:37:44.316618+00:00,x,y,2021-07-21 07:00:00+00:00,2021-07-21 09:00:00+00:00,alpha,True,15.0,1,a-5,12921965,9045.0
15764938,15764938,2021-07-24 19:58:56.400482+00:00,x,y,2021-07-26 05:00:00+00:00,2021-07-26 06:55:00+00:00,beta,True,40.0,0,b-1,15764938,20020.0
12985485,12985485,2021-07-05 17:35:45.616929+00:00,x,y,2021-08-21 05:00:00+00:00,2021-08-21 06:55:00+00:00,beta,True,40.0,0,b-1,12985485,8140.0
6081788,6081788,2021-05-03 13:46:20.547786+00:00,x,y,2021-05-14 05:00:00+00:00,2021-05-14 07:00:00+00:00,gamma,True,20.0,2,c-2,6081788,8390.0
20095599,20095599,2021-08-20 05:09:54.035273+00:00,x,y,2021-09-03 10:00:00+00:00,2021-09-03 12:00:00+00:00,gamma,True,20.0,1,c-2,20095599,7500.0
21001340,21001340,2021-08-26 00:49:24.507055+00:00,x,y,2021-08-28 07:00:00+00:00,2021-08-28 09:00:00+00:00,alpha,True,15.0,1,a-5,21001340,11245.0
20506050,20506050,2021-08-22 17:30:08.783560+00:00,x,y,2021-11-26 14:00:00+00:00,2021-11-26 16:00:00+00:00,gamma,True,20.0,1,c-4,20506050,9530.0
8414653,8414653,2021-06-01 18:56:18.855972+00:00,x,y,2021-07-04 11:00:00+00:00,2021-07-04 13:00:00+00:00,gamma,True,20.0,2,c-4,8414653,11900.0
135716,135716,2021-01-04 09:48:47.179970+00:00,x,y,2021-01-05 05:15:00+00:00,2021-01-05 07:25:00+00:00,alpha,True,0.0,0,a-1,135716,8739.0
2345274,2345274,2021-02-28 18:01:49.144315+00:00,x,y,2021-03-01 05:00:00+00:00,2021-03-01 06:55:00+00:00,beta,True,20.0,0,b-1,2345274,7613.0
20900673,20900673,2021-08-25 09:35:33.590337+00:00,x,y,2021-09-03 13:00:00+00:00,2021-09-03 15:00:00+00:00,alpha,True,20.0,1,a-9,20900673,10545.0
19726708,19726708,2021-08-18 03:37:53.530089+00:00,x,y,2021-08-22 07:00:00+00:00,2021-08-22 09:00:00+00:00,alpha,True,15.0,1,a-5,19726708,21865.0
13357760,13357760,2021-07-07 16:25:46.278054+00:00,x,y,2021-07-23 09:45:00+00:00,2021-07-23 11:45:00+00:00,gamma,True,20.0,2,c-2,13357760,11285.0
7098010,7098010,2021-05-18 08:11:08.763430+00:00,x,y,2021-05-20 05:00:00+00:00,2021-05-20 06:55:00+00:00,beta,True,20.0,0,b-1,7098010,6723.0
4486913,4486913,2021-04-10 19:35:33.896324+00:00,x,y,2021-04-17 15:30:00+00:00,2021-04-17 17:30:00+00:00,alpha,True,15.0,1,a-7,4486913,8048.0
7625997,7625997,2021-05-24 06:51:40.524826+00:00,x,y,2021-08-15 05:00:00+00:00,2021-08-15 07:00:00+00:00,alpha,True,15.0,1,a-1,7625997,7124.0
11166505,11166505,2021-06-25 06:50:17.854794+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,35.0,1,a-1,11166505,11072.0
5412024,5412024,2021-04-24 09:05:18.942614+00:00,x,y,2021-04-24 13:30:00+00:00,2021-04-24 15:30:00+00:00,alpha,True,15.0,1,a-5,5412024,5996.0
6198337,6198337,2021-05-05 05:43:23.977724+00:00,x,y,2021-05-15 17:00:00+00:00,2021-05-15 18:59:00+00:00,gamma,True,20.0,1,c-6,6198337,8145.0
11340714,11340714,2021-06-26 11:09:31.290563+00:00,x,y,2021-07-15 11:00:00+00:00,2021-07-15 12:55:00+00:00,beta,True,40.0,0,b-69,11340714,8065.0
4242197,4242197,2021-04-04 10:27:50.528129+00:00,x,y,2021-04-08 15:30:00+00:00,2021-04-08 17:30:00+00:00,alpha,True,15.0,1,a-7,4242197,9798.0
14749293,14749293,2021-07-16 18:55:31.583518+00:00,x,y,2021-08-05 14:00:00+00:00,2021-08-05 15:55:00+00:00,beta,True,20.0,0,b-9,14749293,7240.0
3898954,3898954,2021-03-27 02:48:17.127397+00:00,x,y,2021-03-31 11:00:00+00:00,2021-03-31 13:00:00+00:00,gamma,True,20.0,2,c-4,3898954,10800.0
4814226,4814226,2021-04-19 10:15:26.526455+00:00,x,y,2021-05-07 05:00:00+00:00,2021-05-07 07:00:00+00:00,alpha,True,15.0,1,a-1,4814226,7796.0
6451799,6451799,2021-05-09 00:13:08.912910+00:00,x,y,2021-05-16 17:00:00+00:00,2021-05-16 18:59:00+00:00,gamma,True,20.0,1,c-6,6451799,8145.0
15470758,15470758,2021-07-22 18:16:12.609618+00:00,x,y,2021-08-15 04:00:00+00:00,2021-08-15 06:00:00+00:00,alpha,True,15.0,1,a-1,15470758,11245.0
17427699,17427699,2021-08-06 18:23:16.328898+00:00,x,y,2021-08-10 14:00:00+00:00,2021-08-10 16:00:00+00:00,gamma,True,20.0,2,c-4,17427699,7870.0
15194115,15194115,2021-07-20 09:54:42.709505+00:00,x,y,2021-07-23 14:00:00+00:00,2021-07-23 16:00:00+00:00,gamma,True,20.0,1,c-4,15194115,6900.0
2542394,2542394,2021-03-03 15:45:17.795254+00:00,x,y,2021-03-07 16:00:00+00:00,2021-03-07 18:00:00+00:00,alpha,True,35.0,1,a-7,2542394,9235.0
5950166,5950166,2021-05-01 15:15:00.241873+00:00,x,y,2021-05-06 05:00:00+00:00,2021-05-06 06:55:00+00:00,beta,True,20.0,0,b-1,5950166,6786.0
3898825,3898825,2021-03-27 02:41:08.925797+00:00,x,y,2021-03-27 05:00:00+00:00,2021-03-27 07:00:00+00:00,alpha,True,15.0,1,a-1,3898825,9798.0
14902425,14902425,2021-07-18 00:50:47.164754+00:00,x,y,2021-08-05 16:00:00+00:00,2021-08-05 18:00:00+00:00,alpha,True,15.0,1,a-23,14902425,9045.0
13521313,13521313,2021-07-08 16:18:43.065615+00:00,x,y,2021-07-14 04:00:00+00:00,2021-07-14 06:00:00+00:00,alpha,True,35.0,1,a-1,13521313,14645.0
8080837,8080837,2021-05-30 04:47:06.422386+00:00,x,y,2021-06-02 14:00:00+00:00,2021-06-02 15:55:00+00:00,beta,True,20.0,0,b-9,8080837,10088.0
16823357,16823357,2021-08-02 02:27:01.887431+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,35.0,1,a-5,16823357,8381.0
11656883,11656883,2021-06-28 14:14:18.615953+00:00,x,y,2021-06-30 17:00:00+00:00,2021-06-30 18:59:00+00:00,gamma,True,20.0,1,c-6,11656883,9785.0
21109639,21109639,2021-08-26 17:51:20.143717+00:00,x,y,2021-12-01 17:00:00+00:00,2021-12-01 18:59:00+00:00,gamma,True,20.0,1,c-6,21109639,9530.0
6010644,6010644,2021-05-02 12:49:43.924461+00:00,x,y,2021-05-19 05:00:00+00:00,2021-05-19 07:00:00+00:00,alpha,True,35.0,1,a-1,6010644,6995.0
1798813,1798813,2021-02-17 06:29:52.724162+00:00,x,y,2021-04-07 11:00:00+00:00,2021-04-07 13:00:00+00:00,gamma,True,20.0,1,c-4,1798813,12500.0
16819714,16819714,2021-08-01 23:55:29.843719+00:00,x,y,2021-08-03 17:00:00+00:00,2021-08-03 18:59:00+00:00,gamma,True,20.0,2,c-6,16819714,10000.0
16923550,16923550,2021-08-02 21:07:51.095609+00:00,x,y,2021-10-10 04:00:00+00:00,2021-10-10 06:00:00+00:00,alpha,True,35.0,1,a-1,16923550,10545.0
10325005,10325005,2021-06-18 12:02:18.398350+00:00,x,y,2021-07-11 10:00:00+00:00,2021-07-11 12:00:00+00:00,alpha,True,35.0,1,a-7,10325005,7150.0
11616890,11616890,2021-06-28 09:57:05.322401+00:00,x,y,2021-06-29 17:00:00+00:00,2021-06-29 18:59:00+00:00,gamma,True,20.0,2,c-6,11616890,12045.0
6848103,6848103,2021-05-15 12:27:58.515728+00:00,x,y,2021-05-22 11:00:00+00:00,2021-05-22 13:00:00+00:00,gamma,True,20.0,2,c-4,6848103,8640.0
11699615,11699615,2021-06-28 18:30:59.893422+00:00,x,y,2021-07-12 14:00:00+00:00,2021-07-12 15:55:00+00:00,beta,True,40.0,0,b-9,11699615,9065.0
9033289,9033289,2021-06-07 18:53:35.725919+00:00,x,y,2021-06-26 10:00:00+00:00,2021-06-26 12:00:00+00:00,alpha,True,35.0,1,a-7,9033289,9707.0
18534458,18534458,2021-08-11 18:41:40.911249+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,alpha,True,20.0,1,a-7,18534458,8381.0
16646968,16646968,2021-07-31 12:31:34.355440+00:00,x,y,2021-08-21 14:00:00+00:00,2021-08-21 16:00:00+00:00,gamma,True,20.0,1,c-4,16646968,9280.0
14998957,14998957,2021-07-18 18:04:46.587469+00:00,x,y,2021-09-15 11:00:00+00:00,2021-09-15 12:55:00+00:00,beta,True,40.0,0,b-69,14998957,8200.0
7899435,7899435,2021-05-27 19:38:59.938050+00:00,x,y,2021-06-10 10:00:00+00:00,2021-06-10 12:00:00+00:00,alpha,True,35.0,1,a-9,7899435,8027.0
14415702,14415702,2021-07-14 12:05:58.210654+00:00,x,y,2021-07-15 17:00:00+00:00,2021-07-15 18:59:00+00:00,gamma,True,20.0,2,c-6,14415702,15065.0
8652217,8652217,2021-06-04 00:32:41.017458+00:00,x,y,2021-06-06 17:00:00+00:00,2021-06-06 18:59:00+00:00,gamma,True,20.0,2,c-6,8652217,11900.0
20640195,20640195,2021-08-23 15:12:53.704027+00:00,x,y,2021-08-30 16:00:00+00:00,2021-08-30 18:00:00+00:00,alpha,True,15.0,1,a-23,20640195,8300.0
12817290,12817290,2021-07-04 20:27:12.067920+00:00,x,y,2021-08-06 05:00:00+00:00,2021-08-06 06:55:00+00:00,beta,True,40.0,0,b-1,12817290,8140.0
13233537,13233537,2021-07-07 03:35:24.573462+00:00,x,y,2021-07-15 09:45:00+00:00,2021-07-15 11:45:00+00:00,gamma,True,20.0,1,c-2,13233537,10285.0
14935472,14935472,2021-07-18 08:49:52.819500+00:00,x,y,2021-07-21 09:45:00+00:00,2021-07-21 11:45:00+00:00,gamma,True,20.0,2,c-2,14935472,7900.0
17057602,17057602,2021-08-04 06:47:03.271131+00:00,x,y,2021-08-05 17:00:00+00:00,2021-08-05 18:59:00+00:00,gamma,True,20.0,1,c-6,17057602,6870.0
7415932,7415932,2021-05-21 17:53:39.800136+00:00,x,y,2021-07-03 16:00:00+00:00,2021-07-03 18:00:00+00:00,alpha,True,35.0,1,a-7,7415932,7520.0
13460639,13460639,2021-07-08 09:28:12.766549+00:00,x,y,2021-07-15 11:00:00+00:00,2021-07-15 12:55:00+00:00,beta,True,40.0,0,b-69,13460639,17540.0
17468635,17468635,2021-08-07 03:53:11.535032+00:00,x,y,2021-10-15 05:00:00+00:00,2021-10-15 07:00:00+00:00,alpha,True,20.0,1,a-1,17468635,7524.0
9828466,9828466,2021-06-14 10:32:27.556007+00:00,x,y,2021-06-20 17:00:00+00:00,2021-06-20 18:59:00+00:00,gamma,True,20.0,2,c-6,9828466,7900.0
6367265,6367265,2021-05-07 16:59:06.131754+00:00,x,y,2021-05-08 11:00:00+00:00,2021-05-08 13:00:00+00:00,gamma,True,20.0,2,c-4,6367265,8390.0
7608490,7608490,2021-05-23 23:07:04.362627+00:00,x,y,2021-05-31 11:00:00+00:00,2021-05-31 13:00:00+00:00,gamma,True,20.0,2,c-4,7608490,9025.0
781319,781319,2021-01-23 09:03:09.742753+00:00,x,y,2021-01-25 05:00:00+00:00,2021-01-25 07:00:00+00:00,gamma,True,0.0,0,c-2,781319,8655.0
17628801,17628801,2021-08-07 20:39:43.759711+00:00,x,y,2021-08-22 10:00:00+00:00,2021-08-22 12:00:00+00:00,alpha,True,20.0,1,a-7,17628801,12645.0
4750680,4750680,2021-04-18 15:26:14.030592+00:00,x,y,2021-04-19 17:00:00+00:00,2021-04-19 18:59:00+00:00,gamma,True,20.0,1,c-6,4750680,7390.0
5337949,5337949,2021-04-23 11:49:29.825815+00:00,x,y,2021-05-21 15:30:00+00:00,2021-05-21 17:30:00+00:00,alpha,True,15.0,1,a-7,5337949,7796.0
8899393,8899393,2021-06-06 13:27:37.261997+00:00,x,y,2021-07-21 16:00:00+00:00,2021-07-21 18:00:00+00:00,alpha,True,15.0,1,a-23,8899393,9403.0
19280191,19280191,2021-08-15 15:21:55.503254+00:00,x,y,2021-08-16 05:30:00+00:00,2021-08-16 07:30:00+00:00,gamma,True,20.0,1,c-2,19280191,6870.0
6393831,6393831,2021-05-08 05:11:32.495252+00:00,x,y,2021-05-14 17:00:00+00:00,2021-05-14 18:59:00+00:00,gamma,True,20.0,1,c-6,6393831,7390.0
8930994,8930994,2021-06-06 19:20:01.954777+00:00,x,y,2021-06-15 04:00:00+00:00,2021-06-15 06:00:00+00:00,alpha,True,35.0,1,a-1,8930994,9707.0
14728881,14728881,2021-07-16 16:03:54.644727+00:00,x,y,2021-07-25 10:00:00+00:00,2021-07-25 12:00:00+00:00,gamma,True,20.0,2,c-2,14728881,23130.0
14282364,14282364,2021-07-13 15:17:59.278010+00:00,x,y,2021-08-15 09:45:00+00:00,2021-08-15 11:45:00+00:00,gamma,True,20.0,1,c-2,14282364,12560.0
6733999,6733999,2021-05-13 15:59:16.076918+00:00,x,y,2021-05-17 17:00:00+00:00,2021-05-17 18:59:00+00:00,gamma,True,20.0,1,c-6,6733999,7390.0
11785439,11785439,2021-06-29 09:40:52.369070+00:00,x,y,2021-07-01 07:00:00+00:00,2021-07-01 09:00:00+00:00,alpha,True,15.0,1,a-5,11785439,9497.0
21751019,21751019,2021-08-31 18:23:18.928761+00:00,x,y,2021-09-04 17:05:00+00:00,2021-09-04 19:05:00+00:00,omega,True,20.0,1,d-5,21751019,5606.0
13078336,13078336,2021-07-06 08:06:45.067780+00:00,x,y,2021-07-10 09:45:00+00:00,2021-07-10 11:45:00+00:00,gamma,True,20.0,2,c-2,13078336,15065.0
17569907,17569907,2021-08-07 14:51:44.613736+00:00,x,y,2021-11-05 04:40:00+00:00,2021-11-05 06:40:00+00:00,omega,True,20.0,1,d-1,17569907,7950.0
1548770,1548770,2021-02-11 17:01:43.944105+00:00,x,y,2021-03-26 17:00:00+00:00,2021-03-26 18:59:00+00:00,gamma,True,32.0,1,c-6,1548770,9150.0
21615617,21615617,2021-08-30 18:07:31.490701+00:00,x,y,2021-12-26 16:00:00+00:00,2021-12-26 18:00:00+00:00,alpha,True,20.0,1,a-23,21615617,10545.0
652496,652496,2021-01-19 16:39:20.750702+00:00,x,y,2021-02-05 11:00:00+00:00,2021-02-05 13:00:00+00:00,gamma,True,32.0,1,c-4,652496,9905.0
10671379,10671379,2021-06-21 10:06:55.864570+00:00,x,y,2021-08-04 05:00:00+00:00,2021-08-04 06:55:00+00:00,beta,True,40.0,0,b-1,10671379,8034.0
15329429,15329429,2021-07-21 16:42:41.704768+00:00,x,y,2021-07-28 07:00:00+00:00,2021-07-28 09:00:00+00:00,alpha,True,35.0,1,a-5,15329429,12645.0
2198261,2198261,2021-02-26 17:34:10.995713+00:00,x,y,2021-03-15 05:15:00+00:00,2021-03-15 07:25:00+00:00,alpha,True,15.0,1,a-1,2198261,7502.0
1046351,1046351,2021-01-30 08:02:06.222457+00:00,x,y,2021-02-05 16:00:00+00:00,2021-02-05 17:55:00+00:00,beta,True,35.0,0,b-19,1046351,9564.0
156289,156289,2021-01-04 19:38:27.239894+00:00,x,y,2021-01-06 13:00:00+00:00,2021-01-06 15:00:00+00:00,alpha,True,0.0,0,a-5,156289,8739.0
13519606,13519606,2021-07-08 16:07:24.604743+00:00,x,y,2021-07-20 07:00:00+00:00,2021-07-20 09:00:00+00:00,alpha,True,15.0,1,a-5,13519606,9045.0
7144854,7144854,2021-05-18 19:09:20.416183+00:00,x,y,2021-05-21 05:00:00+00:00,2021-05-21 06:55:00+00:00,beta,True,20.0,0,b-1,7144854,6744.0
18392967,18392967,2021-08-11 06:49:21.596218+00:00,x,y,2021-08-21 10:35:00+00:00,2021-08-21 12:35:00+00:00,omega,True,20.0,1,d-3,18392967,12250.0
18463563,18463563,2021-08-11 12:41:38.501937+00:00,x,y,2021-08-19 14:00:00+00:00,2021-08-19 16:00:00+00:00,gamma,True,20.0,1,c-4,18463563,8525.0
4150592,4150592,2021-04-01 16:54:01.222322+00:00,x,y,2021-04-23 14:00:00+00:00,2021-04-23 15:55:00+00:00,beta,True,20.0,0,b-9,4150592,9040.0
7193478,7193478,2021-05-19 12:07:13.232058+00:00,x,y,2021-05-25 16:00:00+00:00,2021-05-25 18:00:00+00:00,alpha,True,35.0,1,a-7,7193478,7520.0
17944299,17944299,2021-08-09 12:18:12.757233+00:00,x,y,2021-08-17 10:00:00+00:00,2021-08-17 12:00:00+00:00,gamma,True,20.0,1,c-2,17944299,7500.0
14780987,14780987,2021-07-17 05:01:06.810188+00:00,x,y,2021-07-21 14:00:00+00:00,2021-07-21 16:00:00+00:00,gamma,True,20.0,2,c-4,14780987,7620.0
10325722,10325722,2021-06-18 12:09:36.712869+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,True,35.0,1,a-7,10325722,11072.0
6230919,6230919,2021-05-05 15:04:41.882220+00:00,x,y,2021-05-27 05:00:00+00:00,2021-05-27 07:00:00+00:00,gamma,True,20.0,2,c-2,6230919,8390.0
